cell_cycle_GO:0007049,extracellular_matrix_GO:0031012,epithelial_to_mesencyhmal_transition_GO:0001837,lipid_catabolic_process_GO:0016042,canonical_glycolysis_GO:0061621,glycolytic_process_GO:0006096,glucose_catabolic_process_GO:0006007,tricarboxylic_acid_cycle_GO:0006099,oxidative_phosphorylation_GO:0006119,fatty_acid_oxidation_GO:0019395,regulation_of_pyruvate_kinase_activity_GO.1903301,regulation_of_glucose_catabolic_process_to_lactate_via_pyruvate_GO.1904023,regulation_of_lipid_storage_GO.0010883,fatty_acid_homeostasis_GO.0055089,glucose_transmembrane_transport_GO.1904659,long-chain_fatty_acid_import_into_cell_GO.0044539,malonyl-CoA_metabolic_process_GO.2001293,response_to_unfolded_protein_GO.0006986,cellular_response_to_hypoxia_GO.0071456,response_to_type_I_interferon_GO.0034340
Pim1,Col6a2,,,,,,,,,,,,,,,,,,
Usp33,Col6a2,,,,,,,,,,,,,,,,,,
Mir1186,Col6a2,,,,,,,,,,,,,,,,,,
Map3k20,Col6a2,,,,,,,,,,,,,,,,,,
Map3k20,Col6a2,,,,,,,,,,,,,,,,,,
Map3k20,Col6a2,,,,,,,,,,,,,,,,,,
Map3k20,Col6a2,,,,,,,,,,,,,,,,,,
Rnf212b,Col6a2,,,,,,,,,,,,,,,,,,
Snx33,Col6a1,,,,,,,,,,,,,,,,,,
Snx33,Col6a1,,,,,,,,,,,,,,,,,,
Snx33,Col6a1,,,,,,,,,,,,,,,,,,
Snx33,Col6a1,,,,,,,,,,,,,,,,,,
Lsm10,Col6a1,,,,,,,,,,,,,,,,,,
Kif20b,Col6a1,,,,,,,,,,,,,,,,,,
Kif20b,Col6a1,,,,,,,,,,,,,,,,,,
Kif20b,Col6a1,,,,,,,,,,,,,,,,,,
Kif20b,Col5a2,,,,,,,,,,,,,,,,,,
Gm28961,Col5a2,,,,,,,,,,,,,,,,,,
Mcm8,Col5a2,,,,,,,,,,,,,,,,,,
Arntl,Col5a2,,,,,,,,,,,,,,,,,,
Snx9,Col5a2,,,,,,,,,,,,,,,,,,
Snx9,Col5a2,,,,,,,,,,,,,,,,,,
Snx9,Col5a2,,,,,,,,,,,,,,,,,,
Snx9,Col5a2,,,,,,,,,,,,,,,,,,
Psme1,Col5a2,,,,,,,,,,,,,,,,,,
Psme3,Col5a1,,,,,,,,,,,,,,,,,,
Psme3,Col5a1,,,,,,,,,,,,,,,,,,
Psme2,Col5a1,,,,,,,,,,,,,,,,,,
Mad2l1bp,Col5a1,,,,,,,,,,,,,,,,,,
Mad2l1bp,Col5a1,,,,,,,,,,,,,,,,,,
Mad2l1bp,Col5a1,,,,,,,,,,,,,,,,,,
Mad2l1bp,Col5a1,,,,,,,,,,,,,,,,,,
Mad2l1bp,Col5a1,,,,,,,,,,,,,,,,,,
Plrg1,Col5a1,,,,,,,,,,,,,,,,,,
Hnrnpu,Col5a1,,,,,,,,,,,,,,,,,,
Hnrnpu,Col5a1,,,,,,,,,,,,,,,,,,
Hnrnpu,Col5a1,,,,,,,,,,,,,,,,,,
Hnrnpu,Col5a1,,,,,,,,,,,,,,,,,,
Hnrnpu,Col4a5,,,,,,,,,,,,,,,,,,
Hnrnpu,Col4a5,,,,,,,,,,,,,,,,,,
Rhoa,Col4a5,,,,,,,,,,,,,,,,,,
Rhoa,Col4a5,,,,,,,,,,,,,,,,,,
Rhoa,Col4a5,,,,,,,,,,,,,,,,,,
Rhoa,Col4a5,,,,,,,,,,,,,,,,,,
Rhoa,Col4a5,,,,,,,,,,,,,,,,,,
E2f2,Col4a5,,,,,,,,,,,,,,,,,,
E2f2,Col4a5,,,,,,,,,,,,,,,,,,
E2f3,Col4a5,,,,,,,,,,,,,,,,,,
E2f3,Col4a5,,,,,,,,,,,,,,,,,,
Ppp1r13b,Col4a5,,,,,,,,,,,,,,,,,,
Usp2,Col4a5,,,,,,,,,,,,,,,,,,
Usp2,Col4a5,,,,,,,,,,,,,,,,,,
Kif2a,Col4a2,,,,,,,,,,,,,,,,,,
Kif2a,Col4a2,,,,,,,,,,,,,,,,,,
Kif2a,Col4a2,,,,,,,,,,,,,,,,,,
Kif4,Col4a2,,,,,,,,,,,,,,,,,,
Kif4,Col4a2,,,,,,,,,,,,,,,,,,
Kif4,Col4a2,,,,,,,,,,,,,,,,,,
Btg2,Col4a2,,,,,,,,,,,,,,,,,,
Cradd,Col4a2,,,,,,,,,,,,,,,,,,
Cradd,Col4a2,,,,,,,,,,,,,,,,,,
Mlh1,Col4a2,,,,,,,,,,,,,,,,,,
Mlh1,Col4a2,,,,,,,,,,,,,,,,,,
Mlh1,Col4a2,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Mlh1,Col4a1,,,,,,,,,,,,,,,,,,
Tfdp1,Col4a1,,,,,,,,,,,,,,,,,,
Tfdp1,Col4a1,,,,,,,,,,,,,,,,,,
Tfdp1,Col3a1,,,,,,,,,,,,,,,,,,
Gpr3,Col3a1,,,,,,,,,,,,,,,,,,
Recql5,Col3a1,,,,,,,,,,,,,,,,,,
Recql5,Col3a1,,,,,,,,,,,,,,,,,,
Recql5,Col3a1,,,,,,,,,,,,,,,,,,
Fam122a,Col3a1,,,,,,,,,,,,,,,,,,
Pclaf,Col3a1,,,,,,,,,,,,,,,,,,
Pclaf,Col3a1,,,,,,,,,,,,,,,,,,
Zwilch,Col3a1,,,,,,,,,,,,,,,,,,
Zwilch,Col3a1,,,,,,,,,,,,,,,,,,
Mecom,Col3a1,,,,,,,,,,,,,,,,,,
Ets1,Col3a1,,,,,,,,,,,,,,,,,,
Smarcad1,Col3a1,,,,,,,,,,,,,,,,,,
Naa10,Col3a1,,,,,,,,,,,,,,,,,,
Nacc2,Col3a1,,,,,,,,,,,,,,,,,,
Nacc2,Col2a1,,,,,,,,,,,,,,,,,,
Anapc1,Col2a1,,,,,,,,,,,,,,,,,,
Anapc1,Col2a1,,,,,,,,,,,,,,,,,,
Chaf1a,Col2a1,,,,,,,,,,,,,,,,,,
Ercc3,Col2a1,,,,,,,,,,,,,,,,,,
Ercc2,Col2a1,,,,,,,,,,,,,,,,,,
Ercc1,Col2a1,,,,,,,,,,,,,,,,,,
Ooep,Col2a1,,,,,,,,,,,,,,,,,,
Ooep,Col2a1,,,,,,,,,,,,,,,,,,
Dbf4,Col2a1,,,,,,,,,,,,,,,,,,
Dbf4,Col2a1,,,,,,,,,,,,,,,,,,
Dbf4,Col2a1,,,,,,,,,,,,,,,,,,
Dbf4,Col2a1,,,,,,,,,,,,,,,,,,
Wee1,Col2a1,,,,,,,,,,,,,,,,,,
Wee1,Col2a1,,,,,,,,,,,,,,,,,,
Wee1,Col2a1,,,,,,,,,,,,,,,,,,
Kmt5a,Col2a1,,,,,,,,,,,,,,,,,,
Atrx,Col18a1,,,,,,,,,,,,,,,,,,
Atrx,Col18a1,,,,,,,,,,,,,,,,,,
Atrx,Col18a1,,,,,,,,,,,,,,,,,,
Atrx,Col18a1,,,,,,,,,,,,,,,,,,
Ddx3x,Col18a1,,,,,,,,,,,,,,,,,,
Ncapg,Col18a1,,,,,,,,,,,,,,,,,,
Ncapg,Col18a1,,,,,,,,,,,,,,,,,,
Stat5a,Col18a1,,,,,,,,,,,,,,,,,,
Stat5b,Col18a1,,,,,,,,,,,,,,,,,,
Ppp1ca,Col18a1,,,,,,,,,,,,,,,,,,
E2f4,Col18a1,,,,,,,,,,,,,,,,,,
E2f4,Col17a1,,,,,,,,,,,,,,,,,,
E2f4,Col17a1,,,,,,,,,,,,,,,,,,
E2f4,Col17a1,,,,,,,,,,,,,,,,,,
E2f4,Col15a1,,,,,,,,,,,,,,,,,,
Epb41l2,Col15a1,,,,,,,,,,,,,,,,,,
Epm2a,Col15a1,,,,,,,,,,,,,,,,,,
Pcid2,Col15a1,,,,,,,,,,,,,,,,,,
Pcid2,Col15a1,,,,,,,,,,,,,,,,,,
Ccni,Col15a1,,,,,,,,,,,,,,,,,,
Ccni,Col15a1,,,,,,,,,,,,,,,,,,
Ccni,Col11a2,,,,,,,,,,,,,,,,,,
Mnd1,Col11a2,,,,,,,,,,,,,,,,,,
Mnd1,Col11a2,,,,,,,,,,,,,,,,,,
Clock,Col11a2,,,,,,,,,,,,,,,,,,
Tsc1,Col11a2,,,,,,,,,,,,,,,,,,
Pola1,Col10a1,,,,,,,,,,,,,,,,,,
Lig4,Col10a1,,,,,,,,,,,,,,,,,,
Gper1,Col10a1,,,,,,,,,,,,,,,,,,
Gper1,Col10a1,,,,,,,,,,,,,,,,,,
Gper1,Col10a1,,,,,,,,,,,,,,,,,,
Ago4,Col10a1,,,,,,,,,,,,,,,,,,
Ago4,Col10a1,,,,,,,,,,,,,,,,,,
Fem1b,Col10a1,,,,,,,,,,,,,,,,,,
Bag6,Fgf10,,,,,,,,,,,,,,,,,,
Fgf8,Tinag,,,,,,,,,,,,,,,,,,
Tcf7l2,Tinag,,,,,,,,,,,,,,,,,,
Gm20888,Tinag,,,,,,,,,,,,,,,,,,
Cetn4,Lrrn1,,,,,,,,,,,,,,,,,,
Cetn4,Lrrn2,,,,,,,,,,,,,,,,,,
Nsun2,Lrrn3,,,,,,,,,,,,,,,,,,
Nsun2,Anxa5,,,,,,,,,,,,,,,,,,
Arl3,Anxa5,,,,,,,,,,,,,,,,,,
Arl3,Lrrc15,,,,,,,,,,,,,,,,,,
Txlng,Lrrc15,,,,,,,,,,,,,,,,,,
Txlng,Efemp2,,,,,,,,,,,,,,,,,,
Txlng,Efemp2,,,,,,,,,,,,,,,,,,
Txlng,Efemp2,,,,,,,,,,,,,,,,,,
Thbs1,Efemp2,,,,,,,,,,,,,,,,,,
Rad9b,Efemp2,,,,,,,,,,,,,,,,,,
Rad9b,Efemp2,,,,,,,,,,,,,,,,,,
Rad9b,Efemp2,,,,,,,,,,,,,,,,,,
Atm,Efemp2,,,,,,,,,,,,,,,,,,
Atm,Efemp2,,,,,,,,,,,,,,,,,,
Atm,Efemp2,,,,,,,,,,,,,,,,,,
Atm,Bmp1,,,,,,,,,,,,,,,,,,
Atm,Bgn,,,,,,,,,,,,,,,,,,
Atm,Bgn,,,,,,,,,,,,,,,,,,
Atm,Bgn,,,,,,,,,,,,,,,,,,
Atm,Bgn,,,,,,,,,,,,,,,,,,
Atm,Bgn,,,,,,,,,,,,,,,,,,
Atm,Bgn,,,,,,,,,,,,,,,,,,
Atm,Impg2,,,,,,,,,,,,,,,,,,
Nudt16,Impg2,,,,,,,,,,,,,,,,,,
Dscc1,Impg2,,,,,,,,,,,,,,,,,,
Dscc1,F3,,,,,,,,,,,,,,,,,,
Dscc1,F2,,,,,,,,,,,,,,,,,,
Dscc1,F2,,,,,,,,,,,,,,,,,,
Pdik1l,F2,,,,,,,,,,,,,,,,,,
Psmg2,Serpinb1a,,,,,,,,,,,,,,,,,,
Psmg2,Mmp20,,,,,,,,,,,,,,,,,,
Bub1b,Prg2,,,,,,,,,,,,,,,,,,
Bub1b,Prg2,,,,,,,,,,,,,,,,,,
Bub1b,Cst3,,,,,,,,,,,,,,,,,,
Bub1b,Cst3,,,,,,,,,,,,,,,,,,
Lats1,Adamts1,,,,,,,,,,,,,,,,,,
Lats1,Adamts1,,,,,,,,,,,,,,,,,,
Lats1,Adamts1,,,,,,,,,,,,,,,,,,
Lats1,Adamts1,,,,,,,,,,,,,,,,,,
Lats1,Adamts1,,,,,,,,,,,,,,,,,,
Lats1,Adamtsl1,,,,,,,,,,,,,,,,,,
Babam2,Adamtsl1,,,,,,,,,,,,,,,,,,
Babam2,Adamtsl1,,,,,,,,,,,,,,,,,,
Prpf40a,Adamtsl1,,,,,,,,,,,,,,,,,,
Aatf,Hapln1,,,,,,,,,,,,,,,,,,
Mbd4,Hapln1,,,,,,,,,,,,,,,,,,
Calm3,Hapln1,,,,,,,,,,,,,,,,,,
Dtl,Hapln1,,,,,,,,,,,,,,,,,,
Dtl,Plxdc2,,,,,,,,,,,,,,,,,,
Dtl,Dcn,,,,,,,,,,,,,,,,,,
Mrpl41,Dcn,,,,,,,,,,,,,,,,,,
Rad17,Dcn,,,,,,,,,,,,,,,,,,
Rad17,Dcn,,,,,,,,,,,,,,,,,,
Rad17,Dcn,,,,,,,,,,,,,,,,,,
Rad17,Dcn,,,,,,,,,,,,,,,,,,
Nr4a1,Adamts19,,,,,,,,,,,,,,,,,,
Pelo,Ccn3,,,,,,,,,,,,,,,,,,
H1f8,Ccn3,,,,,,,,,,,,,,,,,,
Sdccag8,Adamts15,,,,,,,,,,,,,,,,,,
Cep68,Adamts15,,,,,,,,,,,,,,,,,,
Cep68,,,,,,,,,,,,,,,,,,,
Dcun1d3,,,,,,,,,,,,,,,,,,,
Dcun1d3,,,,,,,,,,,,,,,,,,,
Eme2,,,,,,,,,,,,,,,,,,,
Eme2,,,,,,,,,,,,,,,,,,,
Tdrkh,,,,,,,,,,,,,,,,,,,
Zfp318,,,,,,,,,,,,,,,,,,,
Stambp,,,,,,,,,,,,,,,,,,,
Cul4b,,,,,,,,,,,,,,,,,,,
Cul4b,,,,,,,,,,,,,,,,,,,
Kif3a,,,,,,,,,,,,,,,,,,,
Kif3b,,,,,,,,,,,,,,,,,,,
Kif3b,,,,,,,,,,,,,,,,,,,
Lin9,,,,,,,,,,,,,,,,,,,
Lin9,,,,,,,,,,,,,,,,,,,
Ifng,,,,,,,,,,,,,,,,,,,
Ints3,,,,,,,,,,,,,,,,,,,
Larp7,,,,,,,,,,,,,,,,,,,
Gpnmb,,,,,,,,,,,,,,,,,,,
2610002M06Rik,,,,,,,,,,,,,,,,,,,
Npat,,,,,,,,,,,,,,,,,,,
Npat,,,,,,,,,,,,,,,,,,,
Npat,,,,,,,,,,,,,,,,,,,
Nup153,,,,,,,,,,,,,,,,,,,
Son,,,,,,,,,,,,,,,,,,,
Son,,,,,,,,,,,,,,,,,,,
Son,,,,,,,,,,,,,,,,,,,
Rbm7,,,,,,,,,,,,,,,,,,,
Pkhd1,,,,,,,,,,,,,,,,,,,
Pkhd1,,,,,,,,,,,,,,,,,,,
Rrp8,,,,,,,,,,,,,,,,,,,
Smarcd3,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Zfp830,,,,,,,,,,,,,,,,,,,
Gm21858,,,,,,,,,,,,,,,,,,,
Nuf2,,,,,,,,,,,,,,,,,,,
Nuf2,,,,,,,,,,,,,,,,,,,
Nuf2,,,,,,,,,,,,,,,,,,,
Nuf2,,,,,,,,,,,,,,,,,,,
Nuf2,,,,,,,,,,,,,,,,,,,
Cdk5rap1,,,,,,,,,,,,,,,,,,,
Cdk5rap1,,,,,,,,,,,,,,,,,,,
Cdk5rap1,,,,,,,,,,,,,,,,,,,
Cdk5rap1,,,,,,,,,,,,,,,,,,,
Bmp2,,,,,,,,,,,,,,,,,,,
Rbm38,,,,,,,,,,,,,,,,,,,
Rbm38,,,,,,,,,,,,,,,,,,,
Nat10,,,,,,,,,,,,,,,,,,,
Reep4,,,,,,,,,,,,,,,,,,,
Reep4,,,,,,,,,,,,,,,,,,,
Ccno,,,,,,,,,,,,,,,,,,,
Ccno,,,,,,,,,,,,,,,,,,,
Ccno,,,,,,,,,,,,,,,,,,,
Ccno,,,,,,,,,,,,,,,,,,,
Cdca2,,,,,,,,,,,,,,,,,,,
Rcc2,,,,,,,,,,,,,,,,,,,
Rcc2,,,,,,,,,,,,,,,,,,,
Rcc2,,,,,,,,,,,,,,,,,,,
Pimreg,,,,,,,,,,,,,,,,,,,
Gm28102,,,,,,,,,,,,,,,,,,,
Sgk1,,,,,,,,,,,,,,,,,,,
Tbcd,,,,,,,,,,,,,,,,,,,
Thoc1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Sgo1,,,,,,,,,,,,,,,,,,,
Ints7,,,,,,,,,,,,,,,,,,,
Pinx1,,,,,,,,,,,,,,,,,,,
Pinx1,,,,,,,,,,,,,,,,,,,
Gem,,,,,,,,,,,,,,,,,,,
Gem,,,,,,,,,,,,,,,,,,,
Cdkn3,,,,,,,,,,,,,,,,,,,
Cdkn3,,,,,,,,,,,,,,,,,,,
Cdkn3,,,,,,,,,,,,,,,,,,,
Tsg101,,,,,,,,,,,,,,,,,,,
Tsg101,,,,,,,,,,,,,,,,,,,
Lfng,,,,,,,,,,,,,,,,,,,
Nup214,,,,,,,,,,,,,,,,,,,
Nup214,,,,,,,,,,,,,,,,,,,
Tuba4a,,,,,,,,,,,,,,,,,,,
Tada2a,,,,,,,,,,,,,,,,,,,
Tuba1c,,,,,,,,,,,,,,,,,,,
Tuba3a,,,,,,,,,,,,,,,,,,,
Clgn,,,,,,,,,,,,,,,,,,,
Tpd52l1,,,,,,,,,,,,,,,,,,,
Cep131,,,,,,,,,,,,,,,,,,,
Cep131,,,,,,,,,,,,,,,,,,,
Cep131,,,,,,,,,,,,,,,,,,,
Rad54l,,,,,,,,,,,,,,,,,,,
Bach1,,,,,,,,,,,,,,,,,,,
Bach1,,,,,,,,,,,,,,,,,,,
Septin1,,,,,,,,,,,,,,,,,,,
Septin1,,,,,,,,,,,,,,,,,,,
Septin1,,,,,,,,,,,,,,,,,,,
Septin1,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Aurka,,,,,,,,,,,,,,,,,,,
Zbtb17,,,,,,,,,,,,,,,,,,,
Bin3,,,,,,,,,,,,,,,,,,,
Bin3,,,,,,,,,,,,,,,,,,,
Smoc2,,,,,,,,,,,,,,,,,,,
Actr8,,,,,,,,,,,,,,,,,,,
Pde3a,,,,,,,,,,,,,,,,,,,
Usp28,,,,,,,,,,,,,,,,,,,
Usp28,,,,,,,,,,,,,,,,,,,
Cd28,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Map9,,,,,,,,,,,,,,,,,,,
Kdm8,,,,,,,,,,,,,,,,,,,
Kdm8,,,,,,,,,,,,,,,,,,,
Rad51c,,,,,,,,,,,,,,,,,,,
Rad51c,,,,,,,,,,,,,,,,,,,
Rad51c,,,,,,,,,,,,,,,,,,,
Rad51c,,,,,,,,,,,,,,,,,,,
Rad51c,,,,,,,,,,,,,,,,,,,
Rad51c,,,,,,,,,,,,,,,,,,,
Cdk20,,,,,,,,,,,,,,,,,,,
Ticrr,,,,,,,,,,,,,,,,,,,
Ticrr,,,,,,,,,,,,,,,,,,,
Ticrr,,,,,,,,,,,,,,,,,,,
Dusp3,,,,,,,,,,,,,,,,,,,
Dusp3,,,,,,,,,,,,,,,,,,,
Phip,,,,,,,,,,,,,,,,,,,
Mical3,,,,,,,,,,,,,,,,,,,
Trappc12,,,,,,,,,,,,,,,,,,,
Utp14b,,,,,,,,,,,,,,,,,,,
Zfyve26,,,,,,,,,,,,,,,,,,,
Zfyve26,,,,,,,,,,,,,,,,,,,
Zfyve26,,,,,,,,,,,,,,,,,,,
Zfyve26,,,,,,,,,,,,,,,,,,,
Cntrl,,,,,,,,,,,,,,,,,,,
Cntrl,,,,,,,,,,,,,,,,,,,
Klhl18,,,,,,,,,,,,,,,,,,,
Klhl18,,,,,,,,,,,,,,,,,,,
Cetn1,,,,,,,,,,,,,,,,,,,
Cetn1,,,,,,,,,,,,,,,,,,,
Cetn1,,,,,,,,,,,,,,,,,,,
Cetn2,,,,,,,,,,,,,,,,,,,
Cetn2,,,,,,,,,,,,,,,,,,,
Cetn2,,,,,,,,,,,,,,,,,,,
Cetn2,,,,,,,,,,,,,,,,,,,
Cetn2,,,,,,,,,,,,,,,,,,,
M1ap,,,,,,,,,,,,,,,,,,,
M1ap,,,,,,,,,,,,,,,,,,,
M1ap,,,,,,,,,,,,,,,,,,,
Nubp1,,,,,,,,,,,,,,,,,,,
Nubp1,,,,,,,,,,,,,,,,,,,
Cdca3,,,,,,,,,,,,,,,,,,,
Tubb2a,,,,,,,,,,,,,,,,,,,
Tubb4a,,,,,,,,,,,,,,,,,,,
Tbrg1,,,,,,,,,,,,,,,,,,,
Tbrg1,,,,,,,,,,,,,,,,,,,
Tbrg1,,,,,,,,,,,,,,,,,,,
Ankle2,,,,,,,,,,,,,,,,,,,
Ankle2,,,,,,,,,,,,,,,,,,,
Sirt7,,,,,,,,,,,,,,,,,,,
Sirt7,,,,,,,,,,,,,,,,,,,
Cul4a,,,,,,,,,,,,,,,,,,,
Cul4a,,,,,,,,,,,,,,,,,,,
Cinp,,,,,,,,,,,,,,,,,,,
Tubb5,,,,,,,,,,,,,,,,,,,
Tubb5,,,,,,,,,,,,,,,,,,,
Nde1,,,,,,,,,,,,,,,,,,,
Nde1,,,,,,,,,,,,,,,,,,,
Nde1,,,,,,,,,,,,,,,,,,,
Nde1,,,,,,,,,,,,,,,,,,,
Nde1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdt1,,,,,,,,,,,,,,,,,,,
Cdc14a,,,,,,,,,,,,,,,,,,,
Cdc14a,,,,,,,,,,,,,,,,,,,
Cdc14a,,,,,,,,,,,,,,,,,,,
Cdc14a,,,,,,,,,,,,,,,,,,,
Cdc14a,,,,,,,,,,,,,,,,,,,
Arl8b,,,,,,,,,,,,,,,,,,,
Cables2,,,,,,,,,,,,,,,,,,,
Cables2,,,,,,,,,,,,,,,,,,,
Rnaseh2b,,,,,,,,,,,,,,,,,,,
Rnaseh2b,,,,,,,,,,,,,,,,,,,
Clspn,,,,,,,,,,,,,,,,,,,
Clspn,,,,,,,,,,,,,,,,,,,
Clspn,,,,,,,,,,,,,,,,,,,
Clspn,,,,,,,,,,,,,,,,,,,
Clspn,,,,,,,,,,,,,,,,,,,
Clspn,,,,,,,,,,,,,,,,,,,
Clspn,,,,,,,,,,,,,,,,,,,
Morc2b,,,,,,,,,,,,,,,,,,,
Morc2b,,,,,,,,,,,,,,,,,,,
Tex19.1,,,,,,,,,,,,,,,,,,,
Tex19.1,,,,,,,,,,,,,,,,,,,
Tex19.1,,,,,,,,,,,,,,,,,,,
Tex19.1,,,,,,,,,,,,,,,,,,,
Tex19.1,,,,,,,,,,,,,,,,,,,
Tex19.1,,,,,,,,,,,,,,,,,,,
Skil,,,,,,,,,,,,,,,,,,,
Mnat1,,,,,,,,,,,,,,,,,,,
Mnat1,,,,,,,,,,,,,,,,,,,
Mnat1,,,,,,,,,,,,,,,,,,,
Mnat1,,,,,,,,,,,,,,,,,,,
Cdc42,,,,,,,,,,,,,,,,,,,
Spdl1,,,,,,,,,,,,,,,,,,,
Spdl1,,,,,,,,,,,,,,,,,,,
Spdl1,,,,,,,,,,,,,,,,,,,
Spdl1,,,,,,,,,,,,,,,,,,,
Spdl1,,,,,,,,,,,,,,,,,,,
Spdl1,,,,,,,,,,,,,,,,,,,
Tspyl2,,,,,,,,,,,,,,,,,,,
Nup37,,,,,,,,,,,,,,,,,,,
Trim36,,,,,,,,,,,,,,,,,,,
Trim36,,,,,,,,,,,,,,,,,,,
Trim36,,,,,,,,,,,,,,,,,,,
Ccng2,,,,,,,,,,,,,,,,,,,
Ccng2,,,,,,,,,,,,,,,,,,,
Ccng2,,,,,,,,,,,,,,,,,,,
Ccng2,,,,,,,,,,,,,,,,,,,
Gadd45a,,,,,,,,,,,,,,,,,,,
Gadd45a,,,,,,,,,,,,,,,,,,,
Gadd45a,,,,,,,,,,,,,,,,,,,
Gadd45a,,,,,,,,,,,,,,,,,,,
Gadd45a,,,,,,,,,,,,,,,,,,,
Gadd45a,,,,,,,,,,,,,,,,,,,
Zpr1,,,,,,,,,,,,,,,,,,,
Zpr1,,,,,,,,,,,,,,,,,,,
Gadd45b,,,,,,,,,,,,,,,,,,,
Gadd45b,,,,,,,,,,,,,,,,,,,
Strada,,,,,,,,,,,,,,,,,,,
Cenpf,,,,,,,,,,,,,,,,,,,
Cenpf,,,,,,,,,,,,,,,,,,,
Cenpf,,,,,,,,,,,,,,,,,,,
Mzt1,,,,,,,,,,,,,,,,,,,
Seh1l,,,,,,,,,,,,,,,,,,,
Seh1l,,,,,,,,,,,,,,,,,,,
Seh1l,,,,,,,,,,,,,,,,,,,
Naa50,,,,,,,,,,,,,,,,,,,
Naa50,,,,,,,,,,,,,,,,,,,
Naa50,,,,,,,,,,,,,,,,,,,
Lgmn,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Rec8,,,,,,,,,,,,,,,,,,,
Slx,,,,,,,,,,,,,,,,,,,
Ush1c,,,,,,,,,,,,,,,,,,,
Sapcd2,,,,,,,,,,,,,,,,,,,
